Ticker,Composite_Score,Prior_pi,View_Q,Confidence,mu_BL
IWDA.L,-0.049548,0.048826,0.032871,0.3092,0.068571
VGK,-0.085824,0.073598,0.045963,0.3159,0.082133
EWJ,-0.029487,0.046476,0.036982,0.3055,0.036845
IUSN.DE,0.204298,0.042959,0.108743,0.3378,0.050122
IEMA.L,0.133256,0.039344,0.082252,0.3246,0.044663
MCHI,0.529947,0.05687,0.227513,0.398,0.012086
EWZ,0.748234,0.079365,0.320296,0.4383,0.204387
INDA,0.218281,0.048741,0.119028,0.3403,0.013885
EWT,-0.266177,0.060877,-0.024832,0.3492,-0.012407
EWY,-0.327834,0.06579,-0.039772,0.3606,0.0213
XLY,-0.850103,0.105333,-0.168401,0.4571,-0.056116
XLC,-0.708628,0.092966,-0.135212,0.431,-0.047494
XLF,-0.139792,0.067259,0.022246,0.3258,0.054014
KBE,-0.193728,0.066713,0.004333,0.3358,0.013438
XLE,1.462115,0.074479,0.54528,0.5703,0.260715
XOP,0.995226,0.101965,0.422428,0.484,0.265842
XLI,0.086176,0.066331,0.09408,0.3159,0.077143
IYT,-0.232477,0.071486,-0.003372,0.343,0.029829
XLB,0.056173,0.069149,0.087237,0.3104,0.095858
ITB,-0.872176,0.071464,-0.209377,0.4612,-0.029002
XLV,0.737865,0.047562,0.285155,0.4364,0.106487
XBI,-0.865868,0.096624,-0.182186,0.4601,-0.078773
XLP,0.7325,0.030458,0.266323,0.4354,0.105795
XLU,0.949601,0.042908,0.34868,0.4755,0.211824
XLK,-0.347877,0.090655,-0.021361,0.3643,-0.013284
SOXX,-0.976288,0.108089,-0.206276,0.4805,-0.062245
IGV,-0.75088,0.111687,-0.130097,0.4388,-0.049587
CIBR,-0.308457,0.09636,-0.002963,0.357,-0.001769
BOTZ,-1.45564,0.103224,-0.365492,0.5691,-0.04669
VNQ,0.009532,0.061711,0.06478,0.3018,0.099562
LIT,0.234143,0.071006,0.1464,0.3433,-0.002917
GLD,0.955356,0.014336,0.321961,0.4766,0.156741
SLV,0.225598,0.050106,0.122749,0.3417,0.233945
DBA,0.97686,0.020888,0.335436,0.4806,0.143839
COPX,-0.212841,0.106466,0.037932,0.3393,0.191434
TLT,0.07508,0.005868,0.030044,0.3139,0.086107
IEF,0.615963,0.008243,0.206583,0.4139,0.089299
TIP,0.644574,0.014693,0.222246,0.4191,0.097899
HYG,0.361921,0.038511,0.155049,0.3669,0.056167
LQD,0.350587,0.018206,0.131095,0.3648,0.069993
EMB,0.117869,0.039637,0.077591,0.3218,0.074449
BITO,-3.245897,0.167523,-0.877656,0.9,-0.270509
